"","FIPS","STATE","COUNTY","PopArcosTotal"
"1","01001","AL","Autauga",53155
"2","01003","AL","Baldwin",175791
"3","01005","AL","Barbour",27699
"4","01007","AL","Bibb",22610
"5","01009","AL","Blount",56692
"6","01011","AL","Bullock",10923
"7","01013","AL","Butler",20895
"8","01015","AL","Calhoun",117149
"9","01017","AL","Chambers",34579
"10","01019","AL","Cherokee",25700
"11","01021","AL","Chilton",43121
"12","01023","AL","Choctaw",14111
"13","01025","AL","Clarke",26255
"14","01027","AL","Clay",14040
"15","01029","AL","Cleburne",14823
"16","01031","AL","Coffee",48349
"17","01033","AL","Colbert",54446
"18","01035","AL","Conecuh",13382
"19","01037","AL","Coosa",11470
"20","01039","AL","Covington",37608
"21","01041","AL","Crenshaw",13928
"22","01043","AL","Cullman",79941
"23","01045","AL","Dale",49730
"24","01047","AL","Dallas",44066
"25","01049","AL","De Kalb",70038
"26","01051","AL","Elmore",77650
"27","01053","AL","Escambia",37996
"28","01055","AL","Etowah",104066
"29","01057","AL","Fayette",17472
"30","01059","AL","Franklin",31383
"31","01061","AL","Geneva",26541
"32","01063","AL","Greene",9255
"33","01065","AL","Hale",16168
"34","01067","AL","Henry",17148
"35","01069","AL","Houston",99029
"36","01071","AL","Jackson",53386
"37","01073","AL","Jefferson",656912
"38","01075","AL","Lamar",14743
"39","01077","AL","Lauderdale",91762
"40","01079","AL","Lawrence",34235
"41","01081","AL","Lee",135010
"42","01083","AL","Limestone",78614
"43","01085","AL","Lowndes",11731
"44","01087","AL","Macon",21699
"45","01089","AL","Madison",323080
"46","01091","AL","Marengo",21296
"47","01093","AL","Marion",30792
"48","01095","AL","Marshall",90867
"49","01097","AL","Mobile",408620
"50","01099","AL","Monroe",23329
"51","01101","AL","Montgomery",228018
"52","01103","AL","Morgan",117632
"53","01105","AL","Perry",10684
"54","01107","AL","Pickens",19917
"55","01109","AL","Pike",32147
"56","01111","AL","Randolph",22817
"57","01113","AL","Russell",51663
"58","01115","AL","Saint Clair",80658
"59","01117","AL","Shelby",187880
"60","01119","AL","Sumter",13871
"61","01121","AL","Talladega",82347
"62","01123","AL","Tallapoosa",41534
"63","01125","AL","Tuscaloosa",188331
"64","01127","AL","Walker",67612
"65","01129","AL","Washington",17556
"66","01131","AL","Wilcox",12012
"67","01133","AL","Winston",24687
"68","02013","AK","Aleutians East",3703
"69","02016","AK","Aleutians West",6259
"70","02020","AK","Anchorage",284267
"71","02050","AK","Bethel",16838
"72","02060","AK","Bristol Bay",1049
"73","02068","AK","Denali",1144
"74","02070","AK","Dillingham",4817
"75","02090","AK","Fairbanks North Star",94439
"76","02100","AK","Haines",1658
"77","02110","AK","Juneau",30975
"78","02122","AK","Kenai Peninsula",53917
"79","02130","AK","Ketchikan Gateway",13396
"80","02150","AK","Kodiak Island",13349
"81","02164","AK","Lake and Peninsula",1626
"82","02170","AK","Matanuska Susitna",84147
"83","02180","AK","Nome",9315
"84","02185","AK","North Slope",8852
"85","02188","AK","Northwest Arctic",7477
"86","02220","AK","Sitka",8894
"87","02232","AK","Skagway Hoonah Angoon",1140
"88","02240","AK","Southeast Fairbanks",6935
"89","02261","AK","Valdez Cordova",9606
"90","02270","AK","Wade Hampton",7398
"91","02282","AK","Yakutat",638
"92","02290","AK","Yukon Koyukuk",5635
"93","04001","AZ","Apache",70312
"94","04003","AZ","Cochise",129268
"95","04005","AZ","Coconino",131824
"96","04007","AZ","Gila",53272
"97","04009","AZ","Graham",36030
"98","04011","AZ","Greenlee",8318
"99","04012","AZ","La Paz",20549
"100","04013","AZ","Maricopa",3751410
"101","04015","AZ","Mohave",199177
"102","04017","AZ","Navajo",107060
"103","04019","AZ","Pima",964462
"104","04021","AZ","Pinal",329297
"105","04023","AZ","Santa Cruz",46051
"106","04025","AZ","Yavapai",209260
"107","04027","AZ","Yuma",190526
"108","05001","AR","Arkansas",19321
"109","05003","AR","Ashley",22126
"110","05005","AR","Baxter",41388
"111","05007","AR","Benton",209911
"112","05009","AR","Boone",36710
"113","05011","AR","Bradley",11638
"114","05013","AR","Calhoun",5529
"115","05015","AR","Carroll",26971
"116","05017","AR","Chicot",12102
"117","05019","AR","Clark",23083
"118","05021","AR","Clay",16297
"119","05023","AR","Cleburne",25692
"120","05025","AR","Cleveland",8769
"121","05027","AR","Columbia",24756
"122","05029","AR","Conway",21059
"123","05031","AR","Craighead",93329
"124","05033","AR","Crawford",60778
"125","05035","AR","Crittenden",50673
"126","05037","AR","Cross",18144
"127","05039","AR","Dallas",8280
"128","05041","AR","Desha",13351
"129","05043","AR","Drew",18546
"130","05045","AR","Faulkner",108375
"131","05047","AR","Franklin",18176
"132","05049","AR","Fulton",12263
"133","05051","AR","Garland",95290
"134","05053","AR","Grant",17657
"135","05055","AR","Greene",41318
"136","05057","AR","Hempstead",22747
"137","05059","AR","Hot Spring",32671
"138","05061","AR","Howard",13778
"139","05063","AR","Independence",35994
"140","05065","AR","Izard",13636
"141","05067","AR","Jackson",18015
"142","05069","AR","Jefferson",78447
"143","05071","AR","Johnson",25180
"144","05073","AR","Lafayette",7764
"145","05075","AR","Lawrence",17340
"146","05077","AR","Lee",10709
"147","05079","AR","Lincoln",14203
"148","05081","AR","Little River",13145
"149","05083","AR","Logan",22580
"150","05085","AR","Lonoke",65846
"151","05087","AR","Madison",15507
"152","05089","AR","Marion",16779
"153","05091","AR","Miller",43048
"154","05093","AR","Mississippi",46815
"155","05095","AR","Monroe",8492
"156","05099","AR","Nevada",9149
"157","05101","AR","Newton",8394
"158","05103","AR","Ouachita",26293
"159","05105","AR","Perry",10435
"160","05107","AR","Phillips",22412
"161","05109","AR","Pike",11286
"162","05111","AR","Poinsett",24703
"163","05113","AR","Polk",20490
"164","05115","AR","Pope",60460
"165","05117","AR","Prairie",8839
"166","05119","AR","Pulaski",377060
"167","05121","AR","Randolph",18049
"168","05123","AR","Saint Francis",28302
"169","05125","AR","Saline",102439
"170","05127","AR","Scott",11226
"171","05129","AR","Searcy",8227
"172","05131","AR","Sebastian",123847
"173","05133","AR","Sevier",16636
"174","05135","AR","Sharp",17432
"175","05137","AR","Stone",12321
"176","05139","AR","Union",42180
"177","05141","AR","Van Buren",17237
"178","05143","AR","Washington",197192
"179","05145","AR","White",74957
"180","05147","AR","Woodruff",7505
"181","05149","AR","Yell",21895
"182","06001","CA","Alameda",1477980
"183","06003","CA","Alpine",1176
"184","06005","CA","Amador",38327
"185","06007","CA","Butte",218635
"186","06009","CA","Calaveras",45994
"187","06011","CA","Colusa",21165
"188","06013","CA","Contra Costa",1024809
"189","06015","CA","Del Norte",28471
"190","06017","CA","El Dorado",179053
"191","06019","CA","Fresno",908830
"192","06021","CA","Glenn",27935
"193","06023","CA","Humboldt",133058
"194","06025","CA","Imperial",168052
"195","06027","CA","Inyo",18434
"196","06029","CA","Kern",815693
"197","06031","CA","Kings",151122
"198","06033","CA","Lake",64371
"199","06035","CA","Lassen",35081
"200","06037","CA","Los Angeles",9758256
"201","06039","CA","Madera",147738
"202","06041","CA","Marin",248601
"203","06043","CA","Mariposa",18290
"204","06045","CA","Mendocino",87487
"205","06047","CA","Merced",250699
"206","06049","CA","Modoc",9605
"207","06051","CA","Mono",13905
"208","06053","CA","Monterey",407435
"209","06055","CA","Napa",134051
"210","06057","CA","Nevada",98186
"211","06059","CA","Orange",2965525
"212","06061","CA","Placer",336477
"213","06063","CA","Plumas",20392
"214","06065","CA","Riverside",2109464
"215","06067","CA","Sacramento",1395144
"216","06069","CA","San Benito",54492
"217","06071","CA","San Bernardino",2005287
"218","06073","CA","San Diego",3022468
"219","06075","CA","San Francisco",789172
"220","06077","CA","San Joaquin",673613
"221","06079","CA","San Luis Obispo",265577
"222","06081","CA","San Mateo",704327
"223","06083","CA","Santa Barbara",416051
"224","06085","CA","Santa Clara",1739396
"225","06087","CA","Santa Cruz",256901
"226","06089","CA","Shasta",176906
"227","06091","CA","Sierra",3366
"228","06093","CA","Siskiyou",44690
"229","06095","CA","Solano",410042
"230","06097","CA","Sonoma",474047
"231","06099","CA","Stanislaus",509682
"232","06101","CA","Sutter",93420
"233","06103","CA","Tehama",62575
"234","06105","CA","Trinity",13701
"235","06107","CA","Tulare",429404
"236","06109","CA","Tuolumne",56074
"237","06111","CA","Ventura",809080
"238","06113","CA","Yolo",196418
"239","06115","CA","Yuba",71160
"240","08001","CO","Adams",425330
"241","08003","CO","Alamosa",15293
"242","08005","CO","Arapahoe",552860
"243","08007","CO","Archuleta",12136
"244","08009","CO","Baca",3833
"245","08011","CO","Bent",6125
"246","08013","CO","Boulder",290177
"247","08014","CO","Broomfield",52872
"248","08015","CO","Chaffee",17540
"249","08017","CO","Cheyenne",2194
"250","08019","CO","Clear Creek",9088
"251","08021","CO","Conejos",8220
"252","08023","CO","Costilla",3536
"253","08025","CO","Crowley",5897
"254","08027","CO","Custer",3899
"255","08029","CO","Delta",30533
"256","08031","CO","Denver",578087
"257","08033","CO","Dolores",2027
"258","08035","CO","Douglas",273440
"259","08037","CO","Eagle",50793
"260","08039","CO","Elbert",22712
"261","08041","CO","El Paso",599988
"262","08043","CO","Fremont",46941
"263","08045","CO","Garfield",54761
"264","08047","CO","Gilpin",5126
"265","08049","CO","Grand",14526
"266","08051","CO","Gunnison",15136
"267","08053","CO","Hinsdale",489
"268","08055","CO","Huerfano",6948
"269","08057","CO","Jackson",1464
"270","08059","CO","Jefferson",528614
"271","08061","CO","Kiowa",1643
"272","08063","CO","Kit Carson",8156
"273","08065","CO","Lake",7039
"274","08067","CO","La Plata",50149
"275","08069","CO","Larimer",291162
"276","08071","CO","Las Animas",15675
"277","08073","CO","Lincoln",5476
"278","08075","CO","Logan",22278
"279","08077","CO","Mesa",142284
"280","08079","CO","Mineral",1020
"281","08081","CO","Moffat",13519
"282","08083","CO","Montezuma",25279
"283","08085","CO","Montrose",40266
"284","08087","CO","Morgan",27911
"285","08089","CO","Otero",18830
"286","08091","CO","Ouray",4319
"287","08093","CO","Park",16286
"288","08095","CO","Phillips",4394
"289","08097","CO","Pitkin",16389
"290","08099","CO","Prowers",12734
"291","08101","CO","Pueblo",156244
"292","08103","CO","Rio Blanco",6494
"293","08105","CO","Rio Grande",11926
"294","08107","CO","Routt",22924
"295","08109","CO","Saguache",6161
"296","08111","CO","San Juan",752
"297","08113","CO","San Miguel",7299
"298","08115","CO","Sedgwick",2412
"299","08117","CO","Summit",27105
"300","08119","CO","Teller",22821
"301","08121","CO","Washington",4773
"302","08123","CO","Weld",242860
"303","08125","CO","Yuma",9896
"304","09001","CT","Fairfield",905342
"305","09003","CT","Hartford",887976
"306","09005","CT","Litchfield",189916
"307","09007","CT","Middlesex",164774
"308","09009","CT","New Haven",856688
"309","09011","CT","New London",272360
"310","09013","CT","Tolland",151073
"311","09015","CT","Windham",117708
"312","11001","DC","District of Columbia",584400
"313","10001","DE","Kent",156918
"314","10003","DE","New Castle",533514
"315","10005","DE","Sussex",190846
"316","12001","FL","Alachua",244247
"317","12003","FL","Baker",26548
"318","12005","FL","Bay",166798
"319","12007","FL","Bradford",28750
"320","12009","FL","Brevard",540583
"321","12011","FL","Broward",1734139
"322","12013","FL","Calhoun",14372
"323","12015","FL","Charlotte",159385
"324","12017","FL","Citrus",140686
"325","12019","FL","Clay",186076
"326","12021","FL","Collier",316931
"327","12023","FL","Columbia",66964
"328","12027","FL","De Soto",34557
"329","12029","FL","Dixie",16196
"330","12031","FL","Duval",854848
"331","12033","FL","Escambia",297940
"332","12035","FL","Flagler",91806
"333","12037","FL","Franklin",11470
"334","12039","FL","Gadsden",46031
"335","12041","FL","Gilchrist",16683
"336","12043","FL","Glades",12617
"337","12045","FL","Gulf",15879
"338","12047","FL","Hamilton",14696
"339","12049","FL","Hardee",27521
"340","12051","FL","Hendry",39030
"341","12053","FL","Hernando",170337
"342","12055","FL","Highlands",98807
"343","12057","FL","Hillsborough",1200236
"344","12059","FL","Holmes",19992
"345","12061","FL","Indian River",135518
"346","12063","FL","Jackson",49334
"347","12065","FL","Jefferson",14583
"348","12067","FL","Lafayette",8506
"349","12069","FL","Lake",291671
"350","12071","FL","Lee",606165
"351","12073","FL","Leon",270409
"352","12075","FL","Levy",40415
"353","12077","FL","Liberty",8230
"354","12079","FL","Madison",19300
"355","12081","FL","Manatee",318619
"356","12083","FL","Marion",326833
"357","12085","FL","Martin",144322
"358","12086","FL","Miami-Dade",2445374
"359","12087","FL","Monroe",73065
"360","12089","FL","Nassau",71099
"361","12091","FL","Okaloosa",182076
"362","12093","FL","Okeechobee",39883
"363","12095","FL","Orange",1116094
"364","12097","FL","Osceola",258531
"365","12099","FL","Palm Beach",1299356
"366","12101","FL","Pasco",456514
"367","12103","FL","Pinellas",918263
"368","12105","FL","Polk",590116
"369","12107","FL","Putnam",74715
"370","12109","FL","Saint Johns",180624
"371","12111","FL","Saint Lucie",269659
"372","12113","FL","Santa Rosa",147838
"373","12115","FL","Sarasota",376200
"374","12117","FL","Seminole",417330
"375","12119","FL","Sumter",85891
"376","12121","FL","Suwannee",40675
"377","12123","FL","Taylor",22000
"378","12125","FL","Union",15375
"379","12127","FL","Volusia",496053
"380","12129","FL","Wakulla",29368
"381","12131","FL","Walton",53366
"382","12133","FL","Washington",24125
"383","13001","GA","Appling",18050
"384","13003","GA","Atkinson",8332
"385","13005","GA","Bacon",10969
"386","13007","GA","Baker",3657
"387","13009","GA","Baldwin",46905
"388","13011","GA","Banks",17840
"389","13013","GA","Barrow",66359
"390","13015","GA","Bartow",97423
"391","13017","GA","Ben Hill",17631
"392","13019","GA","Berrien",18708
"393","13021","GA","Bibb",154810
"394","13023","GA","Bleckley",12937
"395","13025","GA","Brantley",17650
"396","13027","GA","Brooks",16338
"397","13029","GA","Bryan",29039
"398","13031","GA","Bulloch",67298
"399","13033","GA","Burke",23083
"400","13035","GA","Butts",23401
"401","13037","GA","Calhoun",6488
"402","13039","GA","Camden",49293
"403","13043","GA","Candler",10715
"404","13045","GA","Carroll",109227
"405","13047","GA","Catoosa",62951
"406","13049","GA","Charlton",12310
"407","13051","GA","Chatham",256428
"408","13053","GA","Chattahoochee",11702
"409","13055","GA","Chattooga",25985
"410","13057","GA","Cherokee",206283
"411","13059","GA","Clarke",115070
"412","13061","GA","Clay",2981
"413","13063","GA","Clayton",260156
"414","13065","GA","Clinch",6841
"415","13067","GA","Cobb",677402
"416","13069","GA","Coffee",41647
"417","13071","GA","Colquitt",44712
"418","13073","GA","Columbia",117858
"419","13075","GA","Cook",16976
"420","13077","GA","Coweta",121528
"421","13079","GA","Crawford",12821
"422","13081","GA","Crisp",23182
"423","13083","GA","Dade",16595
"424","13085","GA","Dawson",21758
"425","13087","GA","Decatur",27920
"426","13089","GA","DeKalb",685371
"427","13091","GA","Dodge",21402
"428","13093","GA","Dooly",14283
"429","13095","GA","Dougherty",94514
"430","13097","GA","Douglas",127800
"431","13099","GA","Early",11286
"432","13101","GA","Echols",3973
"433","13103","GA","Effingham",50513
"434","13105","GA","Elbert",20421
"435","13107","GA","Emanuel",22348
"436","13109","GA","Evans",10966
"437","13111","GA","Fannin",23337
"438","13113","GA","Fayette",105344
"439","13115","GA","Floyd",95810
"440","13117","GA","Forsyth",163885
"441","13119","GA","Franklin",22121
"442","13121","GA","Fulton",886982
"443","13123","GA","Gilmer",28076
"444","13125","GA","Glascock",3007
"445","13127","GA","Glynn",77632
"446","13129","GA","Gordon",54059
"447","13131","GA","Grady",24738
"448","13133","GA","Greene",15844
"449","13135","GA","Gwinnett",778022
"450","13137","GA","Habersham",42212
"451","13139","GA","Hall",175001
"452","13141","GA","Hancock",9649
"453","13143","GA","Haralson",28574
"454","13145","GA","Harris",30807
"455","13147","GA","Hart",25024
"456","13149","GA","Heard",11720
"457","13151","GA","Henry",193717
"458","13153","GA","Houston",134880
"459","13155","GA","Irwin",9642
"460","13157","GA","Jackson",58347
"461","13159","GA","Jasper",13695
"462","13161","GA","Jeff Davis",14558
"463","13163","GA","Jefferson",16919
"464","13165","GA","Jenkins",8400
"465","13167","GA","Johnson",9967
"466","13169","GA","Jones",28292
"467","13171","GA","Lamar",17837
"468","13173","GA","Lanier",9404
"469","13175","GA","Laurens",48034
"470","13177","GA","Lee",27998
"471","13179","GA","Liberty",63854
"472","13181","GA","Lincoln",8111
"473","13183","GA","Long",13142
"474","13185","GA","Lowndes",104916
"475","13187","GA","Lumpkin",28875
"476","13189","GA","McDuffie",21719
"477","13191","GA","McIntosh",13817
"478","13193","GA","Macon",14553
"479","13195","GA","Madison",27798
"480","13197","GA","Marion",8403
"481","13199","GA","Meriwether",22425
"482","13201","GA","Miller",6128
"483","13205","GA","Mitchell",23697
"484","13207","GA","Monroe",25864
"485","13209","GA","Montgomery",9138
"486","13211","GA","Morgan",17741
"487","13213","GA","Murray",39925
"488","13215","GA","Muscogee",187629
"489","13217","GA","Newton",96833
"490","13219","GA","Oconee",31508
"491","13221","GA","Oglethorpe",14556
"492","13223","GA","Paulding",134875
"493","13225","GA","Peach",26883
"494","13227","GA","Pickens",29155
"495","13229","GA","Pierce",18205
"496","13231","GA","Pike",17411
"497","13233","GA","Polk",41095
"498","13235","GA","Pulaski",11632
"499","13237","GA","Putnam",20925
"500","13239","GA","Quitman",2528
"501","13241","GA","Rabun",16266
"502","13243","GA","Randolph",7724
"503","13245","GA","Richmond",198170
"504","13247","GA","Rockdale",83135
"505","13249","GA","Schley",4755
"506","13251","GA","Screven",14799
"507","13253","GA","Seminole",8797
"508","13255","GA","Spalding",63304
"509","13257","GA","Stephens",25876
"510","13259","GA","Stewart",5831
"511","13261","GA","Sumter",32865
"512","13263","GA","Talbot",6920
"513","13265","GA","Taliaferro",2041
"514","13267","GA","Tattnall",24263
"515","13269","GA","Taylor",8875
"516","13271","GA","Telfair",16052
"517","13273","GA","Terrell",9647
"518","13275","GA","Thomas",44451
"519","13277","GA","Tift",39823
"520","13279","GA","Toombs",27151
"521","13281","GA","Towns",10430
"522","13283","GA","Treutlen",6835
"523","13285","GA","Troup",65652
"524","13287","GA","Turner",9025
"525","13289","GA","Twiggs",9385
"526","13291","GA","Union",21083
"527","13293","GA","Upson",27308
"528","13295","GA","Walker",67845
"529","13297","GA","Walton",81491
"530","13299","GA","Ware",36006
"531","13301","GA","Warren",5936
"532","13303","GA","Washington",21112
"533","13305","GA","Wayne",29705
"534","13307","GA","Webster",2727
"535","13309","GA","Wheeler",7093
"536","13311","GA","White",26498
"537","13313","GA","Whitfield",99910
"538","13315","GA","Wilcox",9041
"539","13317","GA","Wilkes",10580
"540","13319","GA","Wilkinson",9685
"541","13321","GA","Worth",21712
"542","15001","HI","Hawaii",180362
"543","15003","HI","Honolulu",936984
"544","15007","HI","Kauai",65460
"545","15009","HI","Maui",150711
"546","16001","ID","Ada",380718
"547","16003","ID","Adams",3942
"548","16005","ID","Bannock",80701
"549","16007","ID","Bear Lake",6026
"550","16009","ID","Benewah",9302
"551","16011","ID","Bingham",44496
"552","16013","ID","Blaine",21329
"553","16015","ID","Boise",7122
"554","16017","ID","Bonner",40711
"555","16019","ID","Bonneville",100213
"556","16021","ID","Boundary",10792
"557","16023","ID","Butte",2842
"558","16025","ID","Camas",1216
"559","16027","ID","Canyon",182723
"560","16029","ID","Caribou",6900
"561","16031","ID","Cassia",22109
"562","16033","ID","Clark",857
"563","16035","ID","Clearwater",8766
"564","16037","ID","Custer",4277
"565","16039","ID","Elmore",26669
"566","16041","ID","Franklin",12497
"567","16043","ID","Fremont",13062
"568","16045","ID","Gem",16778
"569","16047","ID","Gooding",15140
"570","16049","ID","Idaho",15947
"571","16051","ID","Jefferson",24523
"572","16053","ID","Jerome",21282
"573","16055","ID","Kootenai",134851
"574","16057","ID","Latah",36645
"575","16059","ID","Lemhi",7861
"576","16061","ID","Lewis",3761
"577","16063","ID","Lincoln",5021
"578","16065","ID","Madison",36413
"579","16067","ID","Minidoka",19524
"580","16069","ID","Nez Perce",38886
"581","16071","ID","Oneida",4212
"582","16073","ID","Owyhee",11389
"583","16075","ID","Payette",22451
"584","16077","ID","Power",7633
"585","16079","ID","Shoshone",12917
"586","16081","ID","Teton",9413
"587","16083","ID","Twin Falls",74929
"588","16085","ID","Valley",9846
"589","16087","ID","Washington",10105
"590","17001","IL","Adams",67030
"591","17003","IL","Alexander",8449
"592","17005","IL","Bond",17904
"593","17007","IL","Boone",53567
"594","17009","IL","Brown",6897
"595","17011","IL","Bureau",35083
"596","17013","IL","Calhoun",5118
"597","17015","IL","Carroll",15615
"598","17017","IL","Cass",13648
"599","17019","IL","Champaign",197867
"600","17021","IL","Christian",34936
"601","17023","IL","Clark",16545
"602","17025","IL","Clay",13927
"603","17027","IL","Clinton",37395
"604","17029","IL","Coles",53568
"605","17031","IL","Cook",5172848
"606","17033","IL","Crawford",19864
"607","17035","IL","Cumberland",11073
"608","17037","IL","DeKalb",104026
"609","17039","IL","Dewitt",16672
"610","17041","IL","Douglas",20012
"611","17043","IL","DuPage",911481
"612","17045","IL","Edgar",18776
"613","17047","IL","Edwards",6707
"614","17049","IL","Effingham",34232
"615","17051","IL","Fayette",22007
"616","17053","IL","Ford",14113
"617","17055","IL","Franklin",39528
"618","17057","IL","Fulton",37205
"619","17059","IL","Gallatin",5773
"620","17061","IL","Greene",13983
"621","17063","IL","Grundy",48744
"622","17065","IL","Hamilton",8453
"623","17067","IL","Hancock",19227
"624","17069","IL","Hardin",4402
"625","17071","IL","Henderson",7462
"626","17073","IL","Henry",50477
"627","17075","IL","Iroquois",30068
"628","17077","IL","Jackson",59864
"629","17079","IL","Jasper",9752
"630","17081","IL","Jefferson",39202
"631","17083","IL","Jersey",22932
"632","17085","IL","Jo Daviess",22728
"633","17087","IL","Johnson",12710
"634","17089","IL","Kane",502628
"635","17091","IL","Kankakee",112100
"636","17093","IL","Kendall",105602
"637","17095","IL","Knox",52932
"638","17097","IL","Lake",697179
"639","17099","IL","La Salle",113789
"640","17101","IL","Lawrence",16849
"641","17103","IL","Lee",36100
"642","17105","IL","Livingston",39010
"643","17107","IL","Logan",30440
"644","17109","IL","McDonough",32730
"645","17111","IL","McHenry",306050
"646","17113","IL","Mclean",166706
"647","17115","IL","Macon",110719
"648","17117","IL","Macoupin",47980
"649","17119","IL","Madison",268005
"650","17121","IL","Marion",39722
"651","17123","IL","Marshall",12763
"652","17125","IL","Mason",14921
"653","17127","IL","Massac",15425
"654","17129","IL","Menard",12702
"655","17131","IL","Mercer",16551
"656","17133","IL","Monroe",32431
"657","17135","IL","Montgomery",30230
"658","17137","IL","Morgan",35755
"659","17139","IL","Moultrie",14723
"660","17141","IL","Ogle",53578
"661","17143","IL","Peoria",185108
"662","17145","IL","Perry",22488
"663","17147","IL","Piatt",16708
"664","17149","IL","Pike",16580
"665","17151","IL","Pope",4426
"666","17153","IL","Pulaski",6262
"667","17155","IL","Putnam",5982
"668","17157","IL","Randolph",33567
"669","17159","IL","Richland",16166
"670","17161","IL","Rock Island",147524
"671","17163","IL","Saint Clair",266727
"672","17165","IL","Saline",25171
"673","17167","IL","Sangamon",195288
"674","17169","IL","Schuyler",7527
"675","17171","IL","Scott",5374
"676","17173","IL","Shelby",22362
"677","17175","IL","Stark",6086
"678","17177","IL","Stephenson",47791
"679","17179","IL","Tazewell",133863
"680","17181","IL","Union",17959
"681","17183","IL","Vermilion",82033
"682","17185","IL","Wabash",12141
"683","17187","IL","Warren",17745
"684","17189","IL","Washington",14841
"685","17191","IL","Wayne",16846
"686","17193","IL","White",14800
"687","17195","IL","Whiteside",58750
"688","17197","IL","Will",667977
"689","17199","IL","Williamson",65579
"690","17201","IL","Winnebago",293972
"691","17203","IL","Woodford",38226
"692","18001","IN","Adams",34162
"693","18003","IN","Allen",351332
"694","18005","IN","Bartholomew",75855
"695","18007","IN","Benton",8820
"696","18009","IN","Blackford",12960
"697","18011","IN","Boone",54796
"698","18013","IN","Brown",15271
"699","18015","IN","Carroll",20135
"700","18017","IN","Cass",39058
"701","18019","IN","Clark",107381
"702","18021","IN","Clay",26983
"703","18023","IN","Clinton",33270
"704","18025","IN","Crawford",10825
"705","18027","IN","Daviess",31045
"706","18029","IN","Dearborn",49580
"707","18031","IN","Decatur",25584
"708","18033","IN","De Kalb",41968
"709","18035","IN","Delaware",117344
"710","18037","IN","Dubois",41809
"711","18039","IN","Elkhart",196855
"712","18041","IN","Fayette",24367
"713","18043","IN","Floyd",73594
"714","18045","IN","Fountain",17329
"715","18047","IN","Franklin",23194
"716","18049","IN","Fulton",20684
"717","18051","IN","Gibson",33386
"718","18053","IN","Grant",70176
"719","18055","IN","Greene",33084
"720","18057","IN","Hamilton",261244
"721","18059","IN","Hancock",68011
"722","18061","IN","Harrison",38616
"723","18063","IN","Hendricks",140028
"724","18065","IN","Henry",48921
"725","18067","IN","Howard",83326
"726","18069","IN","Huntington",37321
"727","18071","IN","Jackson",41902
"728","18073","IN","Jasper",33055
"729","18075","IN","Jay",21441
"730","18077","IN","Jefferson",32393
"731","18079","IN","Jennings",28470
"732","18081","IN","Johnson",135994
"733","18083","IN","Knox",38425
"734","18085","IN","Kosciusko",76982
"735","18087","IN","Lagrange",36996
"736","18089","IN","Lake",494417
"737","18091","IN","La Porte",110937
"738","18093","IN","Lawrence",46192
"739","18095","IN","Madison",131444
"740","18097","IN","Marion",890976
"741","18099","IN","Marshall",46976
"742","18101","IN","Martin",10324
"743","18103","IN","Miami",37307
"744","18105","IN","Monroe",134442
"745","18107","IN","Montgomery",38138
"746","18109","IN","Morgan",68654
"747","18111","IN","Newton",14300
"748","18113","IN","Noble",47513
"749","18115","IN","Ohio",6067
"750","18117","IN","Orange",19820
"751","18119","IN","Owen",21737
"752","18121","IN","Parke",17394
"753","18123","IN","Perry",19316
"754","18125","IN","Pike",12955
"755","18127","IN","Porter",162026
"756","18129","IN","Posey",26100
"757","18131","IN","Pulaski",13596
"758","18133","IN","Putnam",38048
"759","18135","IN","Randolph",26262
"760","18137","IN","Ripley",28570
"761","18139","IN","Rush",17568
"762","18141","IN","St Joseph",266522
"763","18143","IN","Scott",24109
"764","18145","IN","Shelby",44237
"765","18147","IN","Spencer",20977
"766","18149","IN","Starke",23343
"767","18151","IN","Steuben",34092
"768","18153","IN","Sullivan",21520
"769","18155","IN","Switzerland",10393
"770","18157","IN","Tippecanoe",168635
"771","18159","IN","Tipton",16132
"772","18161","IN","Union",7463
"773","18163","IN","Vanderburgh",178298
"774","18165","IN","Vermillion",16412
"775","18167","IN","Vigo",107151
"776","18169","IN","Wabash",33225
"777","18171","IN","Warren",8563
"778","18173","IN","Warrick",58393
"779","18175","IN","Washington",28226
"780","18177","IN","Wayne",69187
"781","18179","IN","Wells",27744
"782","18181","IN","White",24734
"783","18183","IN","Whitley",32991
"784","19001","IA","Adair",7779
"785","19003","IA","Adams",4127
"786","19005","IA","Allamakee",14331
"787","19007","IA","Appanoose",13029
"788","19009","IA","Audubon",6186
"789","19011","IA","Benton",26098
"790","19013","IA","Black Hawk",129252
"791","19015","IA","Boone",26424
"792","19017","IA","Bremer",24185
"793","19019","IA","Buchanan",21026
"794","19021","IA","Buena Vista",19980
"795","19023","IA","Butler",14892
"796","19025","IA","Calhoun",9846
"797","19027","IA","Carroll",20805
"798","19029","IA","Cass",13969
"799","19031","IA","Cedar",18414
"800","19033","IA","Cerro Gordo",44324
"801","19035","IA","Cherokee",12086
"802","19037","IA","Chickasaw",12499
"803","19039","IA","Clarke",9218
"804","19041","IA","Clay",16718
"805","19043","IA","Clayton",18202
"806","19045","IA","Clinton",49274
"807","19047","IA","Crawford",16951
"808","19049","IA","Dallas",61714
"809","19051","IA","Davis",8687
"810","19053","IA","Decatur",8508
"811","19055","IA","Delaware",17857
"812","19057","IA","Des Moines",40266
"813","19059","IA","Dickinson",16665
"814","19061","IA","Dubuque",92547
